dt,order_ts,customer_id,order_id,item_seq,product_id,quantity,unit_price_currency,unit_price,discount_pct,tax_amount,channel,coupon_code
2025-08-05,2025-08-05 07:52:27,CUST000000234003,648918,3,2000000442686,1,GBP,34,3%,5,app,
2025-08-05,2025-08-05 07:52:27,CUST000000234003,648918,4,2000000167237,1,GBP,92,0%,5,app,
2025-08-05,2025-08-05 09:05:17,CUST000000292192,648919,1,2000000129952,1,INR,66571,13%,2898,app,
2025-08-05,2025-08-05 08:44:58,CUST000000112406,648920,1,2000000126319,Two,INR,13261,5%,1260,app,FEST20
2025-08-05,2025-08-05 08:44:58,CUST000000112406,648920,2,2000000464947,1,INR,5397,0%,972,app,FEST20
2025-08-05,2025-08-05 13:44:42,CUST000000271901,648921,1,2000000163338,Two,INR,9795,9%,2136,web,FEST20
2025-08-05,2025-08-05 13:44:42,CUST000000271901,648921,2,2000000449906,1,INR,2551,3%,447,web,FEST20
2025-08-05,2025-08-05 22:19:02,CUST000000125209,648922,1,2000000279985,1,GBP,8,0%,2,web,
2025-08-05,2025-08-05 05:42:16,CUST000000167754,648923,1,2000000087238,1,INR,5387,4%,258,web,PRIME5
2025-08-05,2025-08-05 00:17:56,CUST000000261479,648924,1,2000000420615,1,INR,10743,10%,485,app,
2025-08-05,2025-08-05 21:24:01,CUST000000220488,648925,1,2000000293608,Two,AED,284,13%,60,web,PRIME5
2025-08-05,2025-08-05 21:24:01,CUST000000220488,648925,2,2000000493824,1,AED,43,5%,3,web,PRIME5
2025-08-05,2025-08-05 14:40:22,CUST000000034680,648926,1,2000000173047,Two,INR,14965,20%,2888,app,
2025-08-05,2025-08-05 16:16:39,CUST000000069542,648927,1,2000000269405,1,INR,4919,14%,509,app,
2025-08-05,2025-08-05 16:16:39,CUST000000069542,648927,2,2000000126814,Two,INR,47744,4%,10949,app,
2025-08-05,2025-08-05 05:31:58,CUST000000016428,648928,1,2000000004389,1,INR,1040,0%,125,web,
2025-08-05,2025-08-05 19:38:59,CUST000000258358,648929,1,2000000116709,1,INR,1431,6%,162,web,
2025-08-05,2025-08-05 19:38:59,CUST000000258358,648929,2,2000000045535,1,INR,2838,10%,459,web,
2025-08-05,2025-08-05 10:56:03,CUST000000231064,648930,1,2000000078373,1,INR,12904,0%,646,app,
2025-08-05,2025-08-05 20:57:38,CUST000000280479,648931,1,2000000220369,1,INR,1302,10%,59,web,FEST20
